date,mitte,friedrichshain_kreuzberg,pankow,charlottenburg_wilmersdorf,spandau,steglitz_zehlendorf,tempelhof_schoeneberg,neukoelln,treptow_koepenick,marzahn_hellersdorf,lichtenberg,reinickendorf,7_days_incidence
2020-08-03,3.0,5.0,3.0,11.0,5.0,2.0,1.0,5.0,6.0,,4.0,2.0,9.1
2020-08-02,,,,,,,,,,,,,9.1
2020-08-01,6.0,1.0,,,2.0,3.0,4.0,12.0,,4.0,1.0,1.0,8.7
2020-07-31,23.0,10.0,5.0,6.0,4.0,5.0,4.0,9.0,1.0,4.0,2.0,3.0,8.3
2020-07-30,3.0,10.0,1.0,3.0,10.0,,1.0,10.0,1.0,4.0,,7.0,8.2
2020-07-29,7.0,9.0,7.0,6.0,5.0,2.0,6.0,9.0,1.0,2.0,4.0,9.0,7.1
2020-07-28,15.0,3.0,1.0,6.0,11.0,2.0,5.0,6.0,1.0,1.0,6.0,7.0,6.3
2020-07-27,4.0,2.0,7.0,3.0,11.0,1.0,1.0,8.0,,1.0,2.0,1.0,6.0
2020-07-26,,,,,,,3.0,,,,,,5.9
2020-07-25,3.0,2.0,,,2.0,2.0,4.0,,,1.0,,4.0,5.9
2020-07-24,7.0,5.0,10.0,7.0,2.0,3.0,4.0,8.0,1.0,2.0,8.0,4.0,4.8
2020-07-23,12.0,5.0,4.0,2.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,6.0,4.0
2020-07-22,2.0,1.0,3.0,5.0,3.0,,1.0,4.0,,4.0,2.0,2.0,3.9
2020-07-21,11.0,1.0,1.0,1.0,4.0,3.0,2.0,,,3.0,2.0,5.0,3.7
2020-07-20,6.0,1.0,2.0,2.0,1.0,5.0,2.0,6.0,,,1.0,4.0,3.6
2020-07-19,,,,,,,,,,,,,3.6
2020-07-18,,,,9.0,2.0,3.0,1.0,1.0,,,,3.0,3.2
2020-07-17,4.0,6.0,2.0,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,3.6
2020-07-16,,,,4.0,,2.0,3.0,1.0,,3.0,3.0,,4.0
2020-07-15,2.0,,1.0,2.0,,2.0,5.0,8.0,1.0,1.0,1.0,1.0,4.7
2020-07-14,2.0,,1.0,2.0,,1.0,5.0,,,1.0,11.0,2.0,5.0
2020-07-13,8.0,1.0,4.0,1.0,,1.0,1.0,,,,10.0,1.0,5.2
2020-07-12,,,,,,,1.0,,,,,,5.2
2020-07-11,,,,,,,1.0,1.0,,,,2.0,5.9
2020-07-10,7.0,3.0,2.0,2.0,2.0,4.0,,7.0,2.0,1.0,2.0,2.0,6.1
2020-07-09,5.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,,6.0,2.0,3.0,6.8
2020-07-08,4.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,,10.0,16.0,2.0,6.7
2020-07-07,10.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,,2.0,7.0,2.0,6.7
2020-07-06,7.0,,6.0,2.0,3.0,2.0,1.0,4.0,,3.0,5.0,,7.2
2020-07-05,,,,,,,1.0,,,,,1.0,7.2
2020-07-04,13.0,1.0,,2.0,1.0,1.0,11.0,2.0,,,,,6.9
2020-07-03,5.0,4.0,3.0,2.0,1.0,,5.0,5.0,3.0,4.0,6.0,3.0,6.9
2020-07-02,10.0,12.0,2.0,3.0,3.0,2.0,2.0,6.0,2.0,3.0,7.0,5.0,7.0
2020-07-01,8.0,5.0,6.0,3.0,2.0,1.0,1.0,8.0,,6.0,3.0,3.0,7.3
2020-06-30,10.0,1.0,,4.0,1.0,1.0,3.0,5.0,,,1.0,9.0,8.3
2020-06-29,14.0,6.0,4.0,3.0,1.0,,1.0,9.0,1.0,1.0,10.0,3.0,8.6
2020-06-28,,,,,,,,2.0,,,,,9.1
2020-06-27,,2.0,,,5.0,,2.0,6.0,,1.0,,1.0,9.6
2020-06-26,11.0,4.0,,3.0,2.0,6.0,1.0,9.0,1.0,3.0,,2.0,12.1
2020-06-25,10.0,2.0,1.0,5.0,6.0,2.0,12.0,9.0,2.0,3.0,5.0,5.0,13.9
2020-06-24,7.0,4.0,2.0,4.0,7.0,,4.0,14.0,3.0,3.0,3.0,7.0,14.7
2020-06-23,4.0,3.0,5.0,3.0,,3.0,11.0,13.0,5.0,4.0,9.0,11.0,14.8
2020-06-22,8.0,4.0,6.0,6.0,9.0,2.0,6.0,6.0,4.0,,6.0,6.0,13.9
2020-06-21,,,,,,,3.0,3.0,,14.0,,,13.7
2020-06-20,,6.0,,5.0,2.0,2.0,4.0,5.0,,5.0,,6.0,14.6
2020-06-19,23.0,35.0,5.0,13.0,20.0,1.0,8.0,6.0,1.0,9.0,2.0,13.0,12.1
2020-06-18,22.0,7.0,2.0,10.0,11.0,3.0,16.0,24.0,6.0,5.0,7.0,15.0,10.0
2020-06-17,9.0,18.0,3.0,4.0,1.0,,5.0,26.0,6.0,3.0,4.0,6.0,9.8
2020-06-16,6.0,4.0,8.0,7.0,7.0,1.0,1.0,19.0,3.0,8.0,4.0,8.0,9.3
2020-06-15,12.0,1.0,1.0,,,1.0,,5.0,7.0,4.0,,,9.2
2020-06-14,1.0,,3.0,,1.0,,,2.0,,1.0,2.0,2.0,9.1
2020-06-13,25.0,2.0,,3.0,5.0,2.0,6.0,13.0,,1.0,6.0,5.0,7.7
2020-06-12,2.0,1.0,3.0,3.0,6.0,2.0,1.0,11.0,1.0,3.0,1.0,8.0,7.5
2020-06-11,9.0,2.0,3.0,9.0,3.0,2.0,3.0,5.0,1.0,4.0,3.0,8.0,6.9
2020-06-10,6.0,1.0,2.0,2.0,16.0,,4.0,33.0,,4.0,4.0,5.0,6.3
2020-06-09,7.0,7.0,2.0,2.0,2.0,1.0,16.0,8.0,,1.0,4.0,7.0,5.9
2020-06-08,6.0,,3.0,2.0,,2.0,,7.0,7.0,,,2.0,5.2
2020-06-07,,1.0,1.0,,1.0,,,3.0,,1.0,1.0,,5.7
2020-06-06,,4.0,,,5.0,2.0,2.0,1.0,,2.0,,,5.9
2020-06-05,5.0,,4.0,2.0,6.0,,1.0,8.0,,1.0,4.0,4.0,5.7
2020-06-04,4.0,6.0,,4.0,,,1.0,7.0,,1.0,7.0,2.0,5.5
2020-06-03,4.0,8.0,3.0,1.0,12.0,7.0,,6.0,,7.0,7.0,,5.1
2020-06-02,5.0,12.0,5.0,,5.0,,8.0,2.0,,1.0,1.0,2.0,4.6
2020-06-01,1.0,,,,,,,,,,,1.0,5.2
2020-05-31,7.0,2.0,,1.0,6.0,2.0,,,,,9.0,,4.5
2020-05-30,,,,2.0,1.0,,1.0,3.0,,4.0,4.0,8.0,4.1
2020-05-29,7.0,1.0,1.0,1.0,,2.0,,3.0,2.0,4.0,3.0,5.0,4.3
2020-05-28,4.0,2.0,,4.0,1.0,,5.0,,,1.0,6.0,1.0,3.9
2020-05-27,6.0,1.0,4.0,1.0,2.0,1.0,4.0,6.0,1.0,4.0,7.0,5.0,4.0
2020-05-26,,1.0,1.0,,2.0,,2.0,2.0,3.0,2.0,6.0,3.0,4.6
2020-05-25,6.0,2.0,,1.0,,6.0,,4.0,1.0,1.0,1.0,,4.9
2020-05-24,,,,1.0,1.0,,,1.0,,,,,5.0
2020-05-23,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,5.2
2020-05-22,2.0,4.0,9.0,2.0,1.0,1.0,1.0,7.0,1.0,,6.0,1.0,4.7
2020-05-21,,,,3.0,3.0,,1.0,1.0,,,1.0,1.0,5.7
2020-05-20,3.0,8.0,6.0,5.0,2.0,2.0,3.0,5.0,,8.0,,3.0,6.1
2020-05-19,13.0,7.0,12.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.8
2020-05-18,3.0,1.0,12.0,,3.0,3.0,,5.0,2.0,1.0,,3.0,5.4
2020-05-17,,2.0,1.0,,,,2.0,1.0,,2.0,,,5.4
2020-05-16,,2.0,,2.0,2.0,2.0,,4.0,,2.0,2.0,,5.4
2020-05-15,4.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.1
2020-05-14,6.0,2.0,1.0,3.0,19.0,2.0,2.0,6.0,2.0,,,2.0,5.4
2020-05-13,3.0,4.0,9.0,7.0,5.0,4.0,10.0,6.0,4.0,2.0,1.0,3.0,5.4
2020-05-12,6.0,3.0,,3.0,2.0,,,12.0,1.0,1.0,6.0,3.0,5.9
2020-05-11,1.0,2.0,3.0,2.0,,1.0,3.0,3.0,1.0,1.0,,,6.8
2020-05-10,,,,,1.0,1.0,1.0,1.0,,2.0,,2.0,7.4
2020-05-09,2.0,,3.0,5.0,,,3.0,1.0,1.0,,2.0,,7.8
2020-05-08,,,,,1.0,,3.0,,,,,,8.4
2020-05-07,4.0,3.0,6.0,4.0,5.0,9.0,5.0,7.0,10.0,2.0,1.0,2.0,8.4
2020-05-06,8.0,7.0,5.0,4.0,5.0,1.0,9.0,7.0,,4.0,3.0,5.0,8.6
2020-05-05,11.0,5.0,6.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,3.0,9.2
2020-05-04,6.0,5.0,4.0,3.0,,8.0,6.0,2.0,2.0,6.0,5.0,4.0,9.3
2020-05-03,,,2.0,3.0,4.0,3.0,8.0,,,9.0,1.0,1.0,9.0
2020-05-02,3.0,1.0,9.0,2.0,,2.0,,5.0,1.0,4.0,3.0,1.0,9.6
2020-05-01,4.0,1.0,,3.0,,2.0,6.0,1.0,2.0,2.0,,4.0,10.9
2020-04-30,5.0,3.0,12.0,1.0,3.0,1.0,3.0,11.0,6.0,6.0,5.0,1.0,11.8
2020-04-29,12.0,3.0,2.0,4.0,2.0,4.0,6.0,11.0,6.0,6.0,4.0,7.0,12.2
2020-04-28,7.0,2.0,5.0,4.0,4.0,7.0,13.0,6.0,1.0,8.0,13.0,5.0,12.2
2020-04-27,16.0,1.0,3.0,4.0,3.0,5.0,2.0,13.0,4.0,,3.0,1.0,11.9
2020-04-26,2.0,,1.0,3.0,,1.0,1.0,,5.0,8.0,,,12.2
2020-04-25,9.0,2.0,1.0,4.0,1.0,1.0,,6.0,3.0,3.0,18.0,5.0,13.0
2020-04-24,4.0,4.0,15.0,5.0,1.0,1.0,7.0,13.0,5.0,9.0,5.0,4.0,14.2
2020-04-23,7.0,5.0,8.0,13.0,1.0,4.0,11.0,13.0,8.0,12.0,1.0,5.0,14.4
2020-04-22,10.0,9.0,6.0,7.0,4.0,6.0,12.0,10.0,2.0,10.0,1.0,4.0,15.2
2020-04-21,4.0,5.0,9.0,9.0,1.0,3.0,1.0,15.0,4.0,15.0,4.0,5.0,15.2
2020-04-20,5.0,2.0,4.0,2.0,3.0,,6.0,12.0,1.0,6.0,2.0,2.0,15.5
2020-04-19,5.0,4.0,4.0,5.0,1.0,3.0,3.0,,1.0,4.0,,2.0,16.1
2020-04-18,4.0,5.0,12.0,4.0,7.0,3.0,9.0,11.0,12.0,6.0,2.0,6.0,16.3
2020-04-17,17.0,4.0,31.0,8.0,9.0,10.0,8.0,11.0,3.0,9.0,2.0,6.0,15.3
2020-04-16,12.0,4.0,12.0,14.0,8.0,3.0,8.0,13.0,1.0,6.0,10.0,3.0,17.6
2020-04-15,16.0,7.0,6.0,14.0,5.0,5.0,17.0,9.0,1.0,10.0,4.0,19.0,19.3
2020-04-14,12.0,3.0,7.0,6.0,4.0,5.0,6.0,11.0,7.0,2.0,1.0,9.0,22.8
2020-04-13,14.0,2.0,5.0,4.0,,8.0,2.0,5.0,2.0,6.0,,10.0,25.1
2020-04-12,9.0,3.0,7.0,7.0,,4.0,6.0,,,5.0,2.0,11.0,25.8
2020-04-11,33.0,5.0,8.0,3.0,3.0,15.0,2.0,4.0,3.0,4.0,2.0,5.0,26.3
2020-04-10,23.0,6.0,4.0,7.0,1.0,9.0,10.0,9.0,3.0,3.0,3.0,4.0,30.6
2020-04-09,28.0,14.0,28.0,12.0,3.0,13.0,18.0,21.0,11.0,8.0,8.0,13.0,32.2
2020-04-08,13.0,5.0,19.0,20.0,9.0,16.0,19.0,19.0,11.0,9.0,7.0,30.0,32.5
2020-04-07,32.0,9.0,18.0,41.0,14.0,17.0,18.0,14.0,13.0,10.0,3.0,13.0,32.8
2020-04-06,35.0,4.0,11.0,19.0,4.0,12.0,9.0,23.0,6.0,7.0,,12.0,33.5
2020-04-05,5.0,2.0,8.0,5.0,2.0,4.0,10.0,,3.0,3.0,11.0,25.0,33.7
2020-04-04,18.0,5.0,10.0,4.0,9.0,11.0,22.0,12.0,1.0,8.0,,7.0,36.2
2020-04-03,10.0,17.0,37.0,16.0,22.0,18.0,31.0,36.0,16.0,8.0,8.0,19.0,35.3
2020-04-02,36.0,24.0,21.0,31.0,10.0,19.0,19.0,33.0,9.0,7.0,11.0,17.0,36.7
2020-04-01,19.0,22.0,13.0,24.0,9.0,24.0,16.0,35.0,6.0,8.0,4.0,7.0,38.2
2020-03-31,46.0,11.0,19.0,24.0,3.0,27.0,24.0,16.0,8.0,7.0,11.0,17.0,37.9
2020-03-30,14.0,13.0,13.0,37.0,3.0,8.0,21.0,11.0,8.0,4.0,19.0,16.0,37.6
2020-03-29,16.0,4.0,11.0,6.0,5.0,12.0,9.0,1.0,6.0,2.0,,14.0,37.1
2020-03-28,26.0,14.0,11.0,21.0,14.0,40.0,13.0,40.0,7.0,11.0,,3.0,35.2
2020-03-27,46.0,20.0,32.0,16.0,6.0,6.0,23.0,25.0,11.0,6.0,6.0,8.0,34.2
2020-03-26,52.0,19.0,38.0,44.0,10.0,19.0,27.0,27.0,13.0,13.0,11.0,13.0,31.3
2020-03-25,26.0,46.0,18.0,37.0,9.0,8.0,30.0,30.0,17.0,4.0,5.0,14.0,28.6
2020-03-24,24.0,19.0,22.0,23.0,6.0,9.0,30.0,23.0,15.0,4.0,14.0,10.0,25.7
2020-03-23,20.0,9.0,9.0,24.0,9.0,6.0,13.0,15.0,12.0,2.0,10.0,30.0,23.0
2020-03-22,29.0,9.0,7.0,11.0,,3.0,2.0,3.0,2.0,2.0,,,21.9
2020-03-21,25.0,21.0,15.0,7.0,7.0,15.0,15.0,13.0,1.0,8.0,,,19.2
2020-03-20,17.0,16.0,16.0,14.0,8.0,11.0,16.0,18.0,15.0,5.0,10.0,23.0,16.2
2020-03-19,25.0,20.0,17.0,26.0,5.0,13.0,15.0,25.0,12.0,4.0,7.0,11.0,12.6
2020-03-18,23.0,19.0,10.0,16.0,3.0,10.0,25.0,11.0,8.0,3.0,7.0,10.0,9.7
2020-03-17,20.0,4.0,8.0,13.0,,6.0,11.0,6.0,9.0,6.0,6.0,3.0,8.1
2020-03-16,4.0,6.0,14.0,7.0,,6.0,6.0,2.0,4.0,1.0,6.0,7.0,7.0
